country,country_name,iso3,year,quarter,time,period,t,realGDPsa_usd_pa_empl,y
EGY,"Egypt, Arab Rep.",EGY,2016,2,2016.25,2016-Q2,2016q2,0.0030163337931202,-5.803713160848883
EGY,"Egypt, Arab Rep.",EGY,2016,3,2016.5,2016-Q3,2016q3,0.0030848139541478,-5.781263930040449
EGY,"Egypt, Arab Rep.",EGY,2016,4,2016.75,2016-Q4,2016q4,0.0030897702383384,-5.779658547361856
EGY,"Egypt, Arab Rep.",EGY,2017,1,2017.0,2017-Q1,2017q1,0.0029669921467086,-5.82020658455643
EGY,"Egypt, Arab Rep.",EGY,2017,2,2017.25,2017-Q2,2017q2,0.0031391681731756,-5.763797427159024
EGY,"Egypt, Arab Rep.",EGY,2017,3,2017.5,2017-Q3,2017q3,0.0032294660399032,-5.735438468136694
EGY,"Egypt, Arab Rep.",EGY,2017,4,2017.75,2017-Q4,2017q4,0.003080497671103,-5.7826641135225945
EGY,"Egypt, Arab Rep.",EGY,2018,1,2018.0,2018-Q1,2018q1,0.0031887478085898,-5.748126975740226
EGY,"Egypt, Arab Rep.",EGY,2018,2,2018.25,2018-Q2,2018q2,0.0032485646547165,-5.729542024896852
EGY,"Egypt, Arab Rep.",EGY,2018,3,2018.5,2018-Q3,2018q3,0.0032550703570484,-5.727541388486574
EGY,"Egypt, Arab Rep.",EGY,2018,4,2018.75,2018-Q4,2018q4,0.0033799463279179,-5.689895448927518
EGY,"Egypt, Arab Rep.",EGY,2019,1,2019.0,2019-Q1,2019q1,0.0034142145695093,-5.6798078066993
EGY,"Egypt, Arab Rep.",EGY,2019,2,2019.25,2019-Q2,2019q2,0.0034802522810843,-5.660650493258904
EGY,"Egypt, Arab Rep.",EGY,2019,3,2019.5,2019-Q3,2019q3,0.0034445498844929,-5.670962040674765
EGY,"Egypt, Arab Rep.",EGY,2019,4,2019.75,2019-Q4,2019q4,0.0034111796298644,-5.680697114996013
EGY,"Egypt, Arab Rep.",EGY,2020,1,2020.0,2020-Q1,2020q1,0.0034300190380938,-5.675189467355027
EGY,"Egypt, Arab Rep.",EGY,2020,2,2020.25,2020-Q2,2020q2,0.0037117805557701,-5.596243583324523
EGY,"Egypt, Arab Rep.",EGY,2020,3,2020.5,2020-Q3,2020q3,0.00346330558392,-5.6655317749138465
EGY,"Egypt, Arab Rep.",EGY,2020,4,2020.75,2020-Q4,2020q4,0.003313440579203,-5.7097681795368835
EGY,"Egypt, Arab Rep.",EGY,2021,1,2021.0,2021-Q1,2021q1,0.0034849923939931,-5.659289417270425
EGY,"Egypt, Arab Rep.",EGY,2021,2,2021.25,2021-Q2,2021q2,0.003594378646215,-5.628384141074235
EGY,"Egypt, Arab Rep.",EGY,2021,3,2021.5,2021-Q3,2021q3,0.0036327718159802,-5.617759336419117
EGY,"Egypt, Arab Rep.",EGY,2021,4,2021.75,2021-Q4,2021q4,0.003618494966798,-5.621697094622718
EGY,"Egypt, Arab Rep.",EGY,2022,1,2022.0,2022-Q1,2022q1,0.0035905426285451,-5.629451937891399
EGY,"Egypt, Arab Rep.",EGY,2022,2,2022.25,2022-Q2,2022q2,0.0036259488033794,-5.619639286059857
EGY,"Egypt, Arab Rep.",EGY,2022,3,2022.5,2022-Q3,2022q3,0.0036635934189686,-5.609310804766185
EGY,"Egypt, Arab Rep.",EGY,2022,4,2022.75,2022-Q4,2022q4,0.0036656681028505,-5.608744667528173
EGY,"Egypt, Arab Rep.",EGY,2023,1,2023.0,2023-Q1,2023q1,0.0036007875808728,-5.626602684982612
EGY,"Egypt, Arab Rep.",EGY,2023,2,2023.25,2023-Q2,2023q2,0.0035706170641248,-5.6350168510331455
EGY,"Egypt, Arab Rep.",EGY,2023,3,2023.5,2023-Q3,2023q3,0.0033721113253854,-5.69221622474177
EGY,"Egypt, Arab Rep.",EGY,2023,4,2023.75,2023-Q4,2023q4,0.0034831940391738,-5.659805578792931
EGY,"Egypt, Arab Rep.",EGY,2024,1,2024.0,2024-Q1,2024q1,0.0032752569075725,-5.721358967911269
EGY,"Egypt, Arab Rep.",EGY,2024,2,2024.25,2024-Q2,2024q2,0.0033510356563653,-5.698485829768712
EGY,"Egypt, Arab Rep.",EGY,2024,3,2024.5,2024-Q3,2024q3,0.0033007283983358,-5.7136121080978475
EGY,"Egypt, Arab Rep.",EGY,2024,4,2024.75,2024-Q4,2024q4,0.0032955278262303,-5.715188933802004
GEO,Georgia,GEO,2003,1,2003.0,2003-Q1,2003q1,0.0010720661714963,-6.838167491096497
GEO,Georgia,GEO,2003,2,2003.25,2003-Q2,2003q2,0.0011160817876765,-6.797931131259862
GEO,Georgia,GEO,2003,3,2003.5,2003-Q3,2003q3,0.0011476102715546,-6.770073523431278
GEO,Georgia,GEO,2003,4,2003.75,2003-Q4,2003q4,0.0011923952960777,-6.73179114108788
GEO,Georgia,GEO,2004,1,2004.0,2004-Q1,2004q1,0.001187943717648,-6.73553143488112
GEO,Georgia,GEO,2004,2,2004.25,2004-Q2,2004q2,0.0012105958988185,-6.71664256223876
GEO,Georgia,GEO,2004,3,2004.5,2004-Q3,2004q3,0.0012134414899526,-6.714294749903513
GEO,Georgia,GEO,2004,4,2004.75,2004-Q4,2004q4,0.0012709092273432,-6.668022707623261
GEO,Georgia,GEO,2005,1,2005.0,2005-Q1,2005q1,0.001315633908367,-6.633436669911132
GEO,Georgia,GEO,2005,2,2005.25,2005-Q2,2005q2,0.0013638736927165,-6.597426324496299
GEO,Georgia,GEO,2005,3,2005.5,2005-Q3,2005q3,0.0013937699404341,-6.5757430158202705
GEO,Georgia,GEO,2005,4,2005.75,2005-Q4,2005q4,0.0013951060647297,-6.574784834534798
GEO,Georgia,GEO,2006,1,2006.0,2006-Q1,2006q1,0.0014492062102452,-6.536739313660511
GEO,Georgia,GEO,2006,2,2006.25,2006-Q2,2006q2,0.0014797250163852,-6.515899008208753
GEO,Georgia,GEO,2006,3,2006.5,2006-Q3,2006q3,0.0015496848096225,-6.469703717359763
GEO,Georgia,GEO,2006,4,2006.75,2006-Q4,2006q4,0.0015697879961439,-6.456814703043121
GEO,Georgia,GEO,2007,1,2007.0,2007-Q1,2007q1,0.0016311031759164,-6.418498698045211
GEO,Georgia,GEO,2007,2,2007.25,2007-Q2,2007q2,0.0016989753865714,-6.377729923406462
GEO,Georgia,GEO,2007,3,2007.5,2007-Q3,2007q3,0.0017884459193706,-6.326408237703592
GEO,Georgia,GEO,2007,4,2007.75,2007-Q4,2007q4,0.0017669834338905,-6.338481460962719
GEO,Georgia,GEO,2008,1,2008.0,2008-Q1,2008q1,0.0019275193699796,-6.2515214033012265
GEO,Georgia,GEO,2008,2,2008.25,2008-Q2,2008q2,0.0019663448667055,-6.231578857225846
GEO,Georgia,GEO,2008,3,2008.5,2008-Q3,2008q3,0.0018084566998939,-6.315281449411196
GEO,Georgia,GEO,2008,4,2008.75,2008-Q4,2008q4,0.0018607450516995,-6.286778306032103
GEO,Georgia,GEO,2009,1,2009.0,2009-Q1,2009q1,0.0018180954794809,-6.309965765639531
GEO,Georgia,GEO,2009,2,2009.25,2009-Q2,2009q2,0.001777441097277,-6.332580534795446
GEO,Georgia,GEO,2009,3,2009.5,2009-Q3,2009q3,0.0017728004737151,-6.335194794198405
GEO,Georgia,GEO,2009,4,2009.75,2009-Q4,2009q4,0.0018404674457532,-6.297735693020617
GEO,Georgia,GEO,2010,1,2010.0,2010-Q1,2010q1,0.001851200177854,-6.291921105449888
GEO,Georgia,GEO,2010,2,2010.25,2010-Q2,2010q2,0.0018792514139381,-6.276881765512087
GEO,Georgia,GEO,2010,3,2010.5,2010-Q3,2010q3,0.0019004232413248,-6.265678659024753
GEO,Georgia,GEO,2010,4,2010.75,2010-Q4,2010q4,0.0019861426545688,-6.221560885843749
GEO,Georgia,GEO,2011,1,2011.0,2011-Q1,2011q1,0.001978188636,-6.225573683291352
GEO,Georgia,GEO,2011,2,2011.25,2011-Q2,2011q2,0.0020216051305046,-6.20386346404992
GEO,Georgia,GEO,2011,3,2011.5,2011-Q3,2011q3,0.0020650785856102,-6.182586997307682
GEO,Georgia,GEO,2011,4,2011.75,2011-Q4,2011q4,0.0020861788220704,-6.172421201211759
GEO,Georgia,GEO,2012,1,2012.0,2012-Q1,2012q1,0.0021120215173362,-6.16010972505735
GEO,Georgia,GEO,2012,2,2012.25,2012-Q2,2012q2,0.0021447465446174,-6.144733894601249
GEO,Georgia,GEO,2012,3,2012.5,2012-Q3,2012q3,0.0021870988440002,-6.125179342149608
GEO,Georgia,GEO,2012,4,2012.75,2012-Q4,2012q4,0.0021725424219563,-6.131857174223059
GEO,Georgia,GEO,2013,1,2013.0,2013-Q1,2013q1,0.0022184861700839,-6.110930221068775
GEO,Georgia,GEO,2013,2,2013.25,2013-Q2,2013q2,0.0022748286344611,-6.085850554927936
GEO,Georgia,GEO,2013,3,2013.5,2013-Q3,2013q3,0.0023021139798725,-6.073927456497031
GEO,Georgia,GEO,2013,4,2013.75,2013-Q4,2013q4,0.0023483079183832,-6.054060244906131
GEO,Georgia,GEO,2014,1,2014.0,2014-Q1,2014q1,0.00232920355116,-6.06222889337599
GEO,Georgia,GEO,2014,2,2014.25,2014-Q2,2014q2,0.0022652476663843,-6.090071181042836
GEO,Georgia,GEO,2014,3,2014.5,2014-Q3,2014q3,0.0022791989636033,-6.083931229500186
GEO,Georgia,GEO,2014,4,2014.75,2014-Q4,2014q4,0.0023721417988091,-6.0439620193597765
GEO,Georgia,GEO,2015,1,2015.0,2015-Q1,2015q1,0.0023167578274227,-6.067586558881103
GEO,Georgia,GEO,2015,2,2015.25,2015-Q2,2015q2,0.0023780926138667,-6.041456535354728
GEO,Georgia,GEO,2015,3,2015.5,2015-Q3,2015q3,0.0023532599285344,-6.051953708472478
GEO,Georgia,GEO,2015,4,2015.75,2015-Q4,2015q4,0.0022872899292219,-6.080387599251552
GEO,Georgia,GEO,2016,1,2016.0,2016-Q1,2016q1,0.0023671139985914,-6.046083787974452
GEO,Georgia,GEO,2016,2,2016.25,2016-Q2,2016q2,0.0024565028916062,-6.009016529231818
GEO,Georgia,GEO,2016,3,2016.5,2016-Q3,2016q3,0.0024146796904377,-6.026188634033313
GEO,Georgia,GEO,2016,4,2016.75,2016-Q4,2016q4,0.0024922294982203,-5.994577588308437
GEO,Georgia,GEO,2017,1,2017.0,2017-Q1,2017q1,0.0025619259920509,-5.96699596271214
GEO,Georgia,GEO,2017,2,2017.25,2017-Q2,2017q2,0.0025314262033113,-5.9789724183474595
GEO,Georgia,GEO,2017,3,2017.5,2017-Q3,2017q3,0.0025865226000326,-5.957440930869877
GEO,Georgia,GEO,2017,4,2017.75,2017-Q4,2017q4,0.0026167769308873,-5.945811897551162
GEO,Georgia,GEO,2018,1,2018.0,2018-Q1,2018q1,0.0026919785145182,-5.917478848465458
GEO,Georgia,GEO,2018,2,2018.25,2018-Q2,2018q2,0.0027542427855916,-5.894612725120645
GEO,Georgia,GEO,2018,3,2018.5,2018-Q3,2018q3,0.0027861797474683,-5.883083887590759
GEO,Georgia,GEO,2018,4,2018.75,2018-Q4,2018q4,0.0027597462507023,-5.89261654163099
GEO,Georgia,GEO,2019,1,2019.0,2019-Q1,2019q1,0.0028077003548134,-5.875389509761412
GEO,Georgia,GEO,2019,2,2019.25,2019-Q2,2019q2,0.0028829549750315,-5.848939477849316
GEO,Georgia,GEO,2019,3,2019.5,2019-Q3,2019q3,0.0029636775492261,-5.821324366526276
GEO,Georgia,GEO,2019,4,2019.75,2019-Q4,2019q4,0.002956967560143,-5.823591008701903
GEO,Georgia,GEO,2020,1,2020.0,2020-Q1,2020q1,0.0028526073571088,-5.859521840789447
GEO,Georgia,GEO,2020,2,2020.25,2020-Q2,2020q2,0.0025277829893879,-5.98041264918765
GEO,Georgia,GEO,2020,3,2020.5,2020-Q3,2020q3,0.0026957928211203,-5.916062935650408
GEO,Georgia,GEO,2020,4,2020.75,2020-Q4,2020q4,0.0028400289401512,-5.863941036666858
GEO,Georgia,GEO,2021,1,2021.0,2021-Q1,2021q1,0.0027747010402704,-5.887212270823273
GEO,Georgia,GEO,2021,2,2021.25,2021-Q2,2021q2,0.0030697782800163,-5.786149941484191
GEO,Georgia,GEO,2021,3,2021.5,2021-Q3,2021q3,0.0030060751148511,-5.807119999656471
GEO,Georgia,GEO,2021,4,2021.75,2021-Q4,2021q4,0.0030144265126814,-5.804345678278088
GEO,Georgia,GEO,2022,1,2022.0,2022-Q1,2022q1,0.0031450701183108,-5.761919093907901
GEO,Georgia,GEO,2022,2,2022.25,2022-Q2,2022q2,0.0031986900248855,-5.745013920213374
GEO,Georgia,GEO,2022,3,2022.5,2022-Q3,2022q3,0.0032713831153947,-5.722542412431306
GEO,Georgia,GEO,2022,4,2022.75,2022-Q4,2022q4,0.003358311859993,-5.696316853884691
GEO,Georgia,GEO,2023,1,2023.0,2023-Q1,2023q1,0.0033823752683113,-5.689177074190886
GEO,Georgia,GEO,2023,2,2023.25,2023-Q2,2023q2,0.003404544182893,-5.682644215333424
GEO,Georgia,GEO,2023,3,2023.5,2023-Q3,2023q3,0.0034124053577584,-5.680337852845866
GEO,Georgia,GEO,2023,4,2023.75,2023-Q4,2023q4,0.0034932791389873,-5.656914402526362
GEO,Georgia,GEO,2024,1,2024.0,2024-Q1,2024q1,0.0034763828323651,-5.661762941750207
GEO,Georgia,GEO,2024,2,2024.25,2024-Q2,2024q2,0.0036601164082932,-5.6102603265300575
GEO,Georgia,GEO,2024,3,2024.5,2024-Q3,2024q3,0.0037524247672121,-5.585353043368601
GEO,Georgia,GEO,2024,4,2024.75,2024-Q4,2024q4,0.0037624389183584,-5.5826878833622695
GEO,Georgia,GEO,2025,1,2025.0,2025-Q1,2025q1,0.0038390848504052,-5.562521260992254
GEO,Georgia,GEO,2025,2,2025.25,2025-Q2,2025q2,0.0040351196398501,-5.512719327179322
GEO,Georgia,GEO,2025,3,2025.5,2025-Q3,2025q3,0.0040794428403788,-5.5017948586217456
GHA,Ghana,GHA,2017,1,2017.0,2017-Q1,2017q1,0.0014365838026223,-6.545487343187148
GHA,Ghana,GHA,2017,2,2017.25,2017-Q2,2017q2,0.0014772620449238,-6.517564874159411
GHA,Ghana,GHA,2017,3,2017.5,2017-Q3,2017q3,0.0015106384098921,-6.495222929496958
GHA,Ghana,GHA,2017,4,2017.75,2017-Q4,2017q4,0.0015411861331501,-6.475202942689746
GHA,Ghana,GHA,2018,1,2018.0,2018-Q1,2018q1,0.0015908458863588,-6.443489400214709
GHA,Ghana,GHA,2018,2,2018.25,2018-Q2,2018q2,0.0016127440414776,-6.429818177193627
GHA,Ghana,GHA,2018,3,2018.5,2018-Q3,2018q3,0.0016462302994576,-6.4092672718986
GHA,Ghana,GHA,2018,4,2018.75,2018-Q4,2018q4,0.0016721420675003,-6.393649799328596
GHA,Ghana,GHA,2019,1,2019.0,2019-Q1,2019q1,0.0017088109850236,-6.371957480717422
GHA,Ghana,GHA,2019,2,2019.25,2019-Q2,2019q2,0.0017566884536323,-6.344324802726656
GHA,Ghana,GHA,2019,3,2019.5,2019-Q3,2019q3,0.0017841289611517,-6.328824959795858
GHA,Ghana,GHA,2019,4,2019.75,2019-Q4,2019q4,0.0018153976919139,-6.311450721265141
GHA,Ghana,GHA,2020,1,2020.0,2020-Q1,2020q1,0.0018666065695901,-6.283633165289856
GHA,Ghana,GHA,2020,2,2020.25,2020-Q2,2020q2,0.001855495917762,-6.289603277540415
GHA,Ghana,GHA,2020,3,2020.5,2020-Q3,2020q3,0.0018389690606945,-6.298550157484892
GHA,Ghana,GHA,2020,4,2020.75,2020-Q4,2020q4,0.0018537416855423,-6.2905491497320085
GHA,Ghana,GHA,2021,1,2021.0,2021-Q1,2021q1,0.0019137609846908,-6.258684871131231
GHA,Ghana,GHA,2021,2,2021.25,2021-Q2,2021q2,0.0019502346778166,-6.239805566049417
GHA,Ghana,GHA,2021,3,2021.5,2021-Q3,2021q3,0.0019649518774066,-6.232287523830209
GHA,Ghana,GHA,2021,4,2021.75,2021-Q4,2021q4,0.0019761949557928,-6.226582022684759
GHA,Ghana,GHA,2022,1,2022.0,2022-Q1,2022q1,0.0018210732841774,-6.308329235126936
GHA,Ghana,GHA,2022,2,2022.25,2022-Q2,2022q2,0.0020417671143689,-6.193939613555118
GHA,Ghana,GHA,2022,3,2022.5,2022-Q3,2022q3,0.001949936805852,-6.2399583141869925
GHA,Ghana,GHA,2022,4,2022.75,2022-Q4,2022q4,0.0019422011672192,-6.243933326826341
GHA,Ghana,GHA,2023,1,2023.0,2023-Q1,2023q1,0.0018495945189957,-6.292788842836357
GHA,Ghana,GHA,2023,2,2023.25,2023-Q2,2023q2,0.0018298275572864,-6.303533547559865
GHA,Ghana,GHA,2023,3,2023.5,2023-Q3,2023q3,0.0018829728969485,-6.274903422959037
GHA,Ghana,GHA,2023,4,2023.75,2023-Q4,2023q4,0.0019612111097679,-6.234193083422545
GHA,Ghana,GHA,2024,1,2024.0,2024-Q1,2024q1,0.0020041556379946,-6.212532435105225
GHA,Ghana,GHA,2024,2,2024.25,2024-Q2,2024q2,0.0019517650416579,-6.239021166239171
GHA,Ghana,GHA,2024,3,2024.5,2024-Q3,2024q3,0.0019316015966926,-6.249405777348642
GHA,Ghana,GHA,2024,4,2024.75,2024-Q4,2024q4,0.0018781125018068,-6.277487994874864
GTM,Guatemala,GTM,2002,1,2002.0,2002-Q1,2002q1,0.0016950709508369,-6.380030680124957
GTM,Guatemala,GTM,2002,2,2002.25,2002-Q2,2002q2,0.0017380250470864,-6.355005840800663
GTM,Guatemala,GTM,2002,3,2002.5,2002-Q3,2002q3,0.0017513952389088,-6.347342529328629
GTM,Guatemala,GTM,2002,4,2002.75,2002-Q4,2002q4,0.0017677203296662,-6.338064511857127
GTM,Guatemala,GTM,2003,1,2003.0,2003-Q1,2003q1,0.0017566445592938,-6.344349790018405
GTM,Guatemala,GTM,2003,2,2003.25,2003-Q2,2003q2,0.0017509434551293,-6.347600519101448
GTM,Guatemala,GTM,2003,3,2003.5,2003-Q3,2003q3,0.0017531679542347,-6.346330868029121
GTM,Guatemala,GTM,2003,4,2003.75,2003-Q4,2003q4,0.001751192047745,-6.347458552797796
GTM,Guatemala,GTM,2004,1,2004.0,2004-Q1,2004q1,0.0017907715821584,-6.325108700520336
GTM,Guatemala,GTM,2004,2,2004.25,2004-Q2,2004q2,0.0017855079408655,-6.32805234352129
GTM,Guatemala,GTM,2004,3,2004.5,2004-Q3,2004q3,0.0018022453373608,-6.318721981804142
GTM,Guatemala,GTM,2004,4,2004.75,2004-Q4,2004q4,0.0018118647301242,-6.313398726397305
GTM,Guatemala,GTM,2005,1,2005.0,2005-Q1,2005q1,0.0018000769199198,-6.319925881704282
GTM,Guatemala,GTM,2005,2,2005.25,2005-Q2,2005q2,0.0018250407819998,-6.3061529458960965
GTM,Guatemala,GTM,2005,3,2005.5,2005-Q3,2005q3,0.0018004997634769,-6.319691006240585
GTM,Guatemala,GTM,2005,4,2005.75,2005-Q4,2005q4,0.0018075878022038,-6.315762028511546
GTM,Guatemala,GTM,2006,1,2006.0,2006-Q1,2006q1,0.0018429545796402,-6.296385245394558
GTM,Guatemala,GTM,2006,2,2006.25,2006-Q2,2006q2,0.0018287377271313,-6.304129316722152
GTM,Guatemala,GTM,2006,3,2006.5,2006-Q3,2006q3,0.0018619477389876,-6.286132167659927
GTM,Guatemala,GTM,2006,4,2006.75,2006-Q4,2006q4,0.001886222695677,-6.2731790234398686
GTM,Guatemala,GTM,2007,1,2007.0,2007-Q1,2007q1,0.0019280870850253,-6.251226915232266
GTM,Guatemala,GTM,2007,2,2007.25,2007-Q2,2007q2,0.0019158912279802,-6.257572371410206
GTM,Guatemala,GTM,2007,3,2007.5,2007-Q3,2007q3,0.0019281720829274,-6.2511828321463465
GTM,Guatemala,GTM,2007,4,2007.75,2007-Q4,2007q4,0.0019129324205609,-6.25911791556678
GTM,Guatemala,GTM,2008,1,2008.0,2008-Q1,2008q1,0.0019378040832451,-6.246199862860518
GTM,Guatemala,GTM,2008,2,2008.25,2008-Q2,2008q2,0.0019629165754312,-6.2333238630976755
GTM,Guatemala,GTM,2008,3,2008.5,2008-Q3,2008q3,0.0019261756424695,-6.252218774297227
GTM,Guatemala,GTM,2008,4,2008.75,2008-Q4,2008q4,0.0019046755190397,-6.2634436161242375
GTM,Guatemala,GTM,2009,1,2009.0,2009-Q1,2009q1,0.00187608954727,-6.278565696450937
GTM,Guatemala,GTM,2009,2,2009.25,2009-Q2,2009q2,0.0018814771142519,-6.275698111570053
GTM,Guatemala,GTM,2009,3,2009.5,2009-Q3,2009q3,0.0019057054296626,-6.262903034664354
GTM,Guatemala,GTM,2009,4,2009.75,2009-Q4,2009q4,0.0019016100447389,-6.265054359675773
GTM,Guatemala,GTM,2010,1,2010.0,2010-Q1,2010q1,0.0019015812321084,-6.265069511493498
GTM,Guatemala,GTM,2010,2,2010.25,2010-Q2,2010q2,0.0018978440330097,-6.2670367565598895
GTM,Guatemala,GTM,2010,3,2010.5,2010-Q3,2010q3,0.0018825385786062,-6.275134105216704
GTM,Guatemala,GTM,2010,4,2010.75,2010-Q4,2010q4,0.001899112965363,-6.2663683621582225
GTM,Guatemala,GTM,2011,1,2011.0,2011-Q1,2011q1,0.0019352026977275,-6.247543204639095
GTM,Guatemala,GTM,2011,2,2011.25,2011-Q2,2011q2,0.0019194605438127,-6.255711099185222
GTM,Guatemala,GTM,2011,3,2011.5,2011-Q3,2011q3,0.001933120359376,-6.248619815109263
GTM,Guatemala,GTM,2011,4,2011.75,2011-Q4,2011q4,0.001905826052893,-6.262839740825123
GTM,Guatemala,GTM,2012,1,2012.0,2012-Q1,2012q1,0.0017738002015148,-6.33463102741566
GTM,Guatemala,GTM,2012,2,2012.25,2012-Q2,2012q2,0.0017379593707446,-6.355043629429099
GTM,Guatemala,GTM,2012,3,2012.5,2012-Q3,2012q3,0.0017527317339399,-6.346579717303687
GTM,Guatemala,GTM,2012,4,2012.75,2012-Q4,2012q4,0.0017320962046969,-6.358422924947475
GTM,Guatemala,GTM,2013,1,2013.0,2013-Q1,2013q1,0.0018962065054027,-6.2678999647286275
GTM,Guatemala,GTM,2013,2,2013.25,2013-Q2,2013q2,0.0019124273399143,-6.2593819851869785
GTM,Guatemala,GTM,2013,3,2013.5,2013-Q3,2013q3,0.0018976060888621,-6.267162140448636
GTM,Guatemala,GTM,2013,4,2013.75,2013-Q4,2013q4,0.0019163350520216,-6.257340744146597
GTM,Guatemala,GTM,2014,1,2014.0,2014-Q1,2014q1,0.0018791690649782,-6.276925586558921
GTM,Guatemala,GTM,2014,2,2014.25,2014-Q2,2014q2,0.0019017314425963,-6.2649905222013595
GTM,Guatemala,GTM,2014,3,2014.5,2014-Q3,2014q3,0.0018851763152717,-6.273733926503221
GTM,Guatemala,GTM,2014,4,2014.75,2014-Q4,2014q4,0.0019105079114197,-6.260386150065376
GTM,Guatemala,GTM,2015,1,2015.0,2015-Q1,2015q1,0.0019075404697661,-6.2619405789017035
GTM,Guatemala,GTM,2015,2,2015.25,2015-Q2,2015q2,0.0019146569790671,-6.258216795596564
GTM,Guatemala,GTM,2015,3,2015.5,2015-Q3,2015q3,0.0019214171780849,-6.254692251628424
GTM,Guatemala,GTM,2015,4,2015.75,2015-Q4,2015q4,0.0019165857561392,-6.257209927920275
GTM,Guatemala,GTM,2016,1,2016.0,2016-Q1,2016q1,0.0018869287912425,-6.272804749798224
GTM,Guatemala,GTM,2016,2,2016.25,2016-Q2,2016q2,0.0018765180675748,-6.278337311098327
GTM,Guatemala,GTM,2016,3,2016.5,2016-Q3,2016q3,0.0019185432152406,-6.2561891229950755
GTM,Guatemala,GTM,2016,4,2016.75,2016-Q4,2016q4,0.0018981980416645,-6.26685024194869
GTM,Guatemala,GTM,2017,1,2017.0,2017-Q1,2017q1,0.00193086294383,-6.249788254838781
GTM,Guatemala,GTM,2017,2,2017.25,2017-Q2,2017q2,0.0019013769834203,-6.265176927182401
GTM,Guatemala,GTM,2017,3,2017.5,2017-Q3,2017q3,0.0018850234653661,-6.273815009689565
GTM,Guatemala,GTM,2017,4,2017.75,2017-Q4,2017q4,0.0018491202619589,-6.29304528707036
GTM,Guatemala,GTM,2018,1,2018.0,2018-Q1,2018q1,0.0018668277734199,-6.283514666444162
GTM,Guatemala,GTM,2018,2,2018.25,2018-Q2,2018q2,0.0019077606168698,-6.261825176683664
GTM,Guatemala,GTM,2018,3,2018.5,2018-Q3,2018q3,0.0018860255720587,-6.273283535976949
GTM,Guatemala,GTM,2018,4,2018.75,2018-Q4,2018q4,0.0019025580698284,-6.264555945788387
GTM,Guatemala,GTM,2019,1,2019.0,2019-Q1,2019q1,0.0018802564246491,-6.276347115351434
GTM,Guatemala,GTM,2019,2,2019.25,2019-Q2,2019q2,0.0019554702222438,-6.2371245915789455
GTM,Guatemala,GTM,2019,3,2019.5,2019-Q3,2019q3,0.0019069373913726,-6.262256783855817
GTM,Guatemala,GTM,2019,4,2019.75,2019-Q4,2019q4,0.0019137683118478,-6.258681042469746
GTM,Guatemala,GTM,2020,1,2020.0,2020-Q1,2020q1,0.001900668973253,-6.265549363593509
GTM,Guatemala,GTM,2020,2,2020.25,2020-Q2,2020q2,0.0017272174658581,-6.361243566576442
GTM,Guatemala,GTM,2020,3,2020.5,2020-Q3,2020q3,0.0018813404733083,-6.275770738499464
GTM,Guatemala,GTM,2020,4,2020.75,2020-Q4,2020q4,0.0019342472120718,-6.248037065884178
GTM,Guatemala,GTM,2021,1,2021.0,2021-Q1,2021q1,0.001965029160445,-6.2322481938499035
GTM,Guatemala,GTM,2021,2,2021.25,2021-Q2,2021q2,0.0019818641684834,-6.223717377974065
GTM,Guatemala,GTM,2021,3,2021.5,2021-Q3,2021q3,0.0020091979780238,-6.21001965244774
GTM,Guatemala,GTM,2021,4,2021.75,2021-Q4,2021q4,0.0020108647177146,-6.209190441605795
GTM,Guatemala,GTM,2022,1,2022.0,2022-Q1,2022q1,0.002142650030543,-6.1457118840196525
GTM,Guatemala,GTM,2022,2,2022.25,2022-Q2,2022q2,0.0021652074558305,-6.135239099563869
GTM,Guatemala,GTM,2022,3,2022.5,2022-Q3,2022q3,0.0021710407317477,-6.132548626517302
GTM,Guatemala,GTM,2022,4,2022.75,2022-Q4,2022q4,0.002168837376967,-6.133564025989276
GTM,Guatemala,GTM,2023,1,2023.0,2023-Q1,2023q1,0.0019917712660341,-6.218730952700876
GTM,Guatemala,GTM,2023,2,2023.25,2023-Q2,2023q2,0.0020118753459022,-6.208687983980952
GTM,Guatemala,GTM,2023,3,2023.5,2023-Q3,2023q3,0.0020148462985779,-6.207212365114242
GTM,Guatemala,GTM,2023,4,2023.75,2023-Q4,2023q4,0.0019664640920975,-6.231518226062072
GTM,Guatemala,GTM,2024,1,2024.0,2024-Q1,2024q1,0.002092662085578,-6.169318298348204
GTM,Guatemala,GTM,2024,2,2024.25,2024-Q2,2024q2,0.0021200402181925,-6.156320219632641
GTM,Guatemala,GTM,2024,3,2024.5,2024-Q3,2024q3,0.0021231307262065,-6.154863521987887
GTM,Guatemala,GTM,2024,4,2024.75,2024-Q4,2024q4,0.002171273306646,-6.132441506260007
GTM,Guatemala,GTM,2025,1,2025.0,2025-Q1,2025q1,0.0020860493020107,-6.172483287970148
GTM,Guatemala,GTM,2025,2,2025.25,2025-Q2,2025q2,0.0021157434732888,-6.158349004240369
GTM,Guatemala,GTM,2025,3,2025.5,2025-Q3,2025q3,0.0021396746432482,-6.1471014973723275
HND,Honduras,HND,2005,1,2005.0,2005-Q1,2005q1,0.0012814315800963,-6.659777404068264
HND,Honduras,HND,2005,2,2005.25,2005-Q2,2005q2,0.0013136818913892,-6.634921480017707
